Patron,Card Barcode,Year Joined,Patron Phone,Book Barcode,Title,Year,Author,Author Year,Publisher,Publisher Phone,Checkout,Due,Returned
Yanira Wheeler,1195094781883833145765974,2015,248-054-7644,8199395614262620703251622,Let Us C,1958,"Kanetkar, Yashwant",1987,Jaico,253.778.3477,2458135.5,2458175.5,1
Marcus Bray,0398701444116160390302808,1971,(804) 626-4214,6845672397759851942074246,"Case of the Lame Canary, The",1445,"Gardner, Earle Stanley",1919,BBC,(277) 273-2102,2458160.5,2458182.5,1
Deetta Price,0962883899006672771065771,1977,1-450-122-2815,6669141732209744465852752,Asami Asami,1552,"Deshpande, P L",1545,FreePress,890.262.9357,2458129.5,2458141.5,1
Louie Kirk,3091734774841364634443101,1990,+1-(849)-040-3851,2775330148287622676414789,Animal Farm,1512,"Orwell, George",1589,Fontana,326.658.5696,2458208.5,2458237.5,1
Gregory Weeks,0081473062840273608574024,2007,(125) 458-8117,1449091952703374588930085,Freakonomics,1394,"Dubner, Stephen",1810,Jaico,253.778.3477,2458499.5,2458506.5,0
Emelia Bryan,4676965825837310239279272,1972,(971) 534-8744,2646126452097889973623368,Burning Bright,1846,"Steinbeck, John",1733,Penguin,824.149.4511,2458276.5,2458288.5,1
Shantae Yang,7188329980942029803411013,1997,875-317-9706,0372699422543520805654795,God Created the Integers,1862,"Hawking, Stephen",1440,Dell,+1-(172)-750-1157,2458299.5,2458313.5,1
Delena Sullivan,8498351372896461272725085,2009,(045) 577-7192,7824383693444894270615813,Angels & Demons,1241,"Brown, Dan",1404,HarperCollins,(158) 998-2435,2458208.5,2458235.5,1
France Tucker,0591816218593958416466566,1998,1-755-712-2238,8193206895795325376724694,Data Structures Using C & C++,1463,"Tanenbaum, Andrew",1536,Prentice Hall,1-047-873-5865,2458249.5,2458271.5,1
Danyel Winters,1551957181361566363953067,1987,1-421-512-6368,1354002486561748640326865,One,1365,"Bach, Richard",1468,Simon&Schuster,1-242-414-8385,2458120.5,2458186.5,1
Karmen Knox,1532751081865920834277724,1991,(574) 470-3461,3857850678672009374837857,Girl who played with Fire,1591,"Larsson, Steig",1938,Transworld,1-291-560-4782,2458254.5,2458265.5,1
Bill Morales,5713468365007349888696601,2015,902.994.6482,7455538905382814558082728,Radiowaril Bhashane & Shrutika,1441,"Deshpande, P L",1545,Jaico,253.778.3477,2458172.5,2458173.5,1
Bill Morales,5713468365007349888696601,2015,902.994.6482,2515599998663305763409673,India's Legal System,1559,Nariman,1865,CRC,+1-(724)-740-6946,2458125.5,2458138.5,1
Elbert David,4637234555376358487055887,2013,1-472-109-7436,0658735348690495105500239,Econometric Analysis,1076,"Greene, W. H.",1993,MIT Press,+1-(514)-735-5947,2458145.5,2458194.5,1
Damon Wilcox,0978988811374945714447886,1998,735-605-9155,8373465219954015223685298,"Hunchback of Notre Dame, The",1770,"Hugo, Victor",1658,Penguin,824.149.4511,2458195.5,2458210.5,1
Leland Weiss,8590449388533589280436070,1979,1-034-581-5266,1471599623419958673900478,"Brethren, The",1026,"Grisham, John",1955,Wiley,024-858-6102,2458303.5,2458308.5,1
Meg Preston,4325970820176813063340730,2000,405.825.7924,2952312500538643638705888,"Cathedral and the Bazaar, The",1727,"Raymond, Eric",1727,Springer,(279) 282-8193,2458288.5,2458293.5,1
Matt Hurst,3241180046098034750673298,2016,(506) 673-5347,7438463249442263642586408,Making Software,1116,"Oram, Andy",1583,Vintage,1-501-202-7994,2458296.5,2458302.5,1
Efrain Snider,1924305381240284244694618,2004,392-156-2895,1954595386023624885203438,"Tao of Physics, The",1048,"Capra, Fritjof",1934,HBA,210.406.2584,2458208.5,2458226.5,1
Jewell Lyons,1866134911332639698558639,1972,373-128-8347,7889928183980121176176838,Freedom at Midnight,1215,"Lapierre, Dominique",1804,Apress,836.632.0273,2458220.5,2458248.5,1
Irmgard Harding,5167849246197346073040370,1994,1-235-585-9499,3475870812158184008308308,"Justice, Judiciary and Democracy",1678,"Ranjan, Sudhanshu",1792,Bodley Head,(172) 571-4178,2458176.5,2458179.5,1
Alexander Kinney,9393364417977409669494386,2006,1-230-696-0080,1707072053278358613845815,"Argumentative Indian, The",1960,"Sen, Amartya",1705,Jaico,253.778.3477,2458131.5,2458133.5,1
France Odom,1654932546761794379116424,1981,1-589-940-8952,4065458199739908377635787,Textbook of Economic Theory,1610,"Stonier, Alfred",1849,Elsevier,359.226.5396,2458237.5,2458241.5,1
Leland Weiss,8590449388533589280436070,1979,1-034-581-5266,4307216339076716029126623,20000 Leagues Under the Sea,1090,"Verne, Jules",1455,HBA,210.406.2584,2458194.5,2458232.5,1
Tam Zamora,4082557406318658168661086,2005,(369) 034-2493,7403869240957709820819578,Design with OpAmps,1117,"Franco, Sergio",1764,FreePress,890.262.9357,2458195.5,2458236.5,1
Meg Preston,4325970820176813063340730,2000,405.825.7924,8676896388829220017846106,"City of Joy, The",1141,"Lapierre, Dominique",1804,Bodley Head,(172) 571-4178,2458197.5,2458225.5,1
Bill Morales,5713468365007349888696601,2015,902.994.6482,0112459613111572163937731,"Christmas Carol, A",1439,"Dickens, Charles",1438,Hyperion,882.640.9487,2458240.5,2458248.5,1
Debera O'brien,6214363074495132443186434,1970,514-466-6139,4188963119849167860652813,Surely You're Joking Mr Feynman,1199,"Feynman, Richard",1917,Dell,+1-(172)-750-1157,2458181.5,2458213.5,1
France Odom,1654932546761794379116424,1981,1-589-940-8952,8164518606002333158302045,Mossad,1959,"Baz-Zohar, Michael",1544,Prentice Hall,1-047-873-5865,2458215.5,2458240.5,1
Jc Ratliff,5590283029754282816780572,1987,+1-(448)-483-3507,3834808857068963697923365,"Cathedral and the Bazaar, The",1028,"Raymond, Eric",1727,BBC,(277) 273-2102,2458310.5,2458312.5,1
Gregory Weeks,0081473062840273608574024,2007,(125) 458-8117,5729976837048461384426729,"Arthashastra, The",1657,Kautiyla,1731,Pan,1-663-594-1588,2458128.5,2458152.5,1
Jewell Lyons,1866134911332639698558639,1972,373-128-8347,4505157124827632430311576,"Signal and the Noise, The",1784,"Silver, Nate",1469,Orient Blackswan,552-486-8974,2458251.5,2458286.5,1
Lawerence Marks,9038345780945157307609335,1992,992-344-1311,4184602409411075866480862,Introduction to Algorithms,1993,"Cormen, Thomas",1869,TMH,1-239-558-4462,2458131.5,2458146.5,1
Danyel Winters,1551957181361566363953067,1987,1-421-512-6368,8199395614262620703251622,Let Us C,1958,"Kanetkar, Yashwant",1987,Jaico,253.778.3477,2458268.5,2458274.5,1
Emelia Bryan,4676965825837310239279272,1972,(971) 534-8744,4636147738332339423197590,"Cathedral and the Bazaar, The",1635,"Raymond, Eric",1727,Pocket,(933) 603-7079,2458206.5,2458230.5,1
Emery Byrd,6559549596782707989229204,1971,(463) 978-2687,6522953752508315573257949,"Russian Journal, A",1444,"Steinbeck, John",1733,Simon&Schuster,1-242-414-8385,2458275.5,2458316.5,1
Leon Barry,7615220844686319876562533,1995,993.537.6943,7551224602360960784176871,Doctor on the Brain,1330,"Gordon, Richard",1845,HarperCollins,(158) 998-2435,2458119.5,2458136.5,1
Tam Bridges,3457412497367125139913550,2015,402.555.4217,9154137231799014408946719,Think Complexity,1035,"Downey, Allen",1430,Penguin,824.149.4511,2458226.5,2458258.5,1
Nickole Kennedy,9919412672346890097716227,2003,398-337-3180,9072366395188797579827564,Uncommon Wisdom,1952,"Capra, Fritjof",1934,Routledge,+1-(476)-431-0927,2458137.5,2458138.5,1
Reynaldo Malone,9513351377461751446473441,2006,(652) 661-9259,1259800387969108399675116,Machine Learning for Hackers,1356,"Conway, Drew",1924,MIT Press,+1-(514)-735-5947,2458248.5,2458250.5,1
Bernetta Hewitt,7462062715787506691998431,2003,+1-(272)-958-2247,8496847603996006026217930,How to Think Like Sherlock Holmes,1623,"Konnikova, Maria",1501,Prentice Hall,1-047-873-5865,2458166.5,2458185.5,1
Dallas French,0189639962362105313664589,1991,140.869.7386,9040910035279904086337547,Hafasavnuk,1031,Deshpande P L,1849,Prentice Hall,1-047-873-5865,2458170.5,2458177.5,1
Lynna Finch,5982102087757630126641232,2017,1-572-598-9027,1442654662459492358688979,"Prisoner of Birth, A",1418,"Archer, Jeffery",1565,Rupa,695-251-0415,2458171.5,2458179.5,1
Gregory Weeks,0081473062840273608574024,2007,(125) 458-8117,6036928438329575046252096,"Moon is Down, The",1580,"Steinbeck, John",1733,BBC,(277) 273-2102,2458238.5,2458241.5,1
Gregory Weeks,0081473062840273608574024,2007,(125) 458-8117,8547559881460840864604077,Asami Asami,1528,"Deshpande, P L",1545,Random House,502.110.3821,2458181.5,2458211.5,1
Asa Small,9637502981006384207558569,1971,1-240-960-8564,5157969177178595590172021,How to Think Like Sherlock Holmes,1366,"Konnikova, Maria",1501,CRC,+1-(724)-740-6946,2458295.5,2458313.5,1
Mikel Merritt,9453203636282874762776000,1987,507.908.3739,7879336085843426138687421,"Christmas Carol, A",1275,"Dickens, Charles",1438,HarperCollins,(158) 998-2435,2458140.5,2458145.5,1
Barney Hart,5128664476629915847604278,1982,959.342.6988,9967918354306948092421756,Angels & Demons,1647,"Brown, Dan",1404,Jaico,253.778.3477,2458147.5,2458168.5,1
Zane Irwin,2816080189446391139436214,1994,980.467.8497,2971913638949702771527709,Tales of Beedle the Bard,1690,"Rowling, J K",1665,Random,+1-(530)-757-4100,2458269.5,2458292.5,1
Harvey Hopkins,7082077589814192654667622,2011,274-929-3335,4201966649772842937503969,Freedom at Midnight,1581,"Lapierre, Dominique",1804,Penguin,824.149.4511,2458122.5,2458152.5,1
Wade Gaines,6945025963981238672782685,1984,+1-(726)-673-3696,5720813571604667940868004,"Artist and the Mathematician, The",1899,"Aczel, Amir",1921,Vintage,1-501-202-7994,2458194.5,2458200.5,1
Mikel Merritt,9453203636282874762776000,1987,507.908.3739,9613946709714422255686006,"Argumentative Indian, The",1062,"Sen, Amartya",1705,Penguin,824.149.4511,2458121.5,2458128.5,1
Theola Flowers,5460282786346486873785483,2001,+1-(378)-844-2783,3973881077406253035618598,"Nature of Statistical Learning Theory, The",1257,"Vapnik, Vladimir",1452,Rupa,695-251-0415,2458169.5,2458180.5,1
Leon Barry,7615220844686319876562533,1995,993.537.6943,2512743282430139698284447,Fundamentals of Wavelets,1421,"Goswami, Jaideva",1818,TMH,1-239-558-4462,2458124.5,2458125.5,1
Marcus Bray,0398701444116160390302808,1971,(804) 626-4214,7855926220875047764389274,20000 Leagues Under the Sea,1629,"Verne, Jules",1455,Apress,836.632.0273,2458258.5,2458261.5,1
Reynaldo Malone,9513351377461751446473441,2006,(652) 661-9259,3911080103080222397521912,Doctor on the Brain,1375,"Gordon, Richard",1845,vikas,084-702-6767,2458257.5,2458290.5,1
Drew Gonzalez,5376103477720243579162264,1979,(412) 666-0506,8078352804626894915748184,Empire of the Mughal - The Serpent's Tooth,1163,"Rutherford, Alex",1765,Mauj,(281) 493-2802,2458218.5,2458221.5,1
Asa Small,7690635780455082508202074,1983,+1-(001)-935-0335,5973530140300790185007683,"Outsider, The",1731,"Camus, Albert",1719,Bodley Head,(172) 571-4178,2458261.5,2458281.5,1
Leon Barry,7615220844686319876562533,1995,993.537.6943,8603810311692270696916332,Eyeless in Gaza,1466,"Huxley, Aldous",1515,Picador,+1-(351)-688-5454,2458254.5,2458261.5,1
Bernetta Hewitt,7462062715787506691998431,2003,+1-(272)-958-2247,2188771778079416534553805,"Artist and the Mathematician, The",1420,"Aczel, Amir",1921,HarperCollins,(158) 998-2435,2458159.5,2458196.5,1
Isaiah Beck,7803288748820769600627526,2016,762.624.1992,7557042744559022503502797,Ashenden of The British Agent,1665,"Maugham, William S",1611,TMH,1-239-558-4462,2458189.5,2458208.5,1
Gordon Dawson,8385857141919853130101626,1997,(429) 451-2686,4265473512214978868541464,Girl who played with Fire,1809,"Larsson, Steig",1938,Picador,+1-(351)-688-5454,2458221.5,2458272.5,1
Yanira Wheeler,2357667128359497769894125,1997,+1-(102)-891-7197,8450550702442586934786055,Python for Data Analysis,1412,"McKinney, Wes",1430,Penguin,824.149.4511,2458288.5,2458314.5,1
Gregory Weeks,0081473062840273608574024,2007,(125) 458-8117,1682087072930662557391340,O Jerusalem!,1850,"Lapierre, Dominique",1804,O'Reilly,1-122-313-8760,2458307.5,2458312.5,1
Bennett Daniel,3521007764925597111961645,1973,(377) 750-0899,7182075936738407582047230,Clash of Civilizations and Remaking of the World Order,1954,"Huntington, Samuel",1917,FreePress,890.262.9357,2458201.5,2458203.5,1
Tam Zamora,4082557406318658168661086,2005,(369) 034-2493,1669475850395455034489274,Maqta-e-Ghalib,1624,"Garg, Sanjay",1933,Springer,(279) 282-8193,2458489.5,2458496.5,0
Irmgard Harding,5167849246197346073040370,1994,1-235-585-9499,2782920489299963177543528,Maqta-e-Ghalib,1592,"Garg, Sanjay",1933,Apress,836.632.0273,2458278.5,2458293.5,1
Alton Stokes,3417298192108140969606917,1999,228.343.5668,2618337536929695933334385,Statistical Learning Theory,1541,"Vapnik, Vladimir",1452,HarperCollins,(158) 998-2435,2458164.5,2458196.5,1
Ethyl Huber,2170456213913206867221432,1981,1-171-535-4717,2280687113806041703338580,Think Complexity,1393,"Downey, Allen",1430,Rupa,695-251-0415,2458133.5,2458145.5,1
Alonzo Crawford,3941136294053688766036728,1981,1-811-700-9337,4723630760447138160741853,Introduction to Algorithms,1717,"Cormen, Thomas",1869,Routledge,+1-(476)-431-0927,2458185.5,2458189.5,1
Alton Stokes,3417298192108140969606917,1999,228.343.5668,8603810311692270696916332,Eyeless in Gaza,1466,"Huxley, Aldous",1515,Picador,+1-(351)-688-5454,2458164.5,2458192.5,1
Tam Zamora,4082557406318658168661086,2005,(369) 034-2493,4888610639504247247712242,"Winter of Our Discontent, The",1323,"Steinbeck, John",1733,HighStakes,218.696.0130,2458283.5,2458296.5,1
Debera O'brien,6214363074495132443186434,1970,514-466-6139,9040910035279904086337547,Hafasavnuk,1031,Deshpande P L,1849,Prentice Hall,1-047-873-5865,2458261.5,2458317.5,1
Alton Stokes,3417298192108140969606917,1999,228.343.5668,1342426867065310688541395,Bookless in Baghdad,1859,"Tharoor, Shashi",1790,HarperCollins,(158) 998-2435,2458119.5,2458121.5,1
Alexander Kinney,9393364417977409669494386,2006,1-230-696-0080,9486763554760289510061541,"Courtroom Genius, The",1871,Sorabjee,1697,Mauj,(281) 493-2802,2458139.5,2458199.5,1
Donetta Mcdonald,9610688376985651779371613,1971,1-428-201-3380,0579665559113027590141169,Ahe Manohar Tari,1865,"Deshpande, Sunita",1490,Apress,836.632.0273,2458120.5,2458154.5,1
Lamont Sullivan,8126690944321555727027779,1975,(613) 040-9029,0289829218849494751388997,Empire of the Mughal - The Tainted Throne,1987,"Rutherford, Alex",1765,HBA,210.406.2584,2458255.5,2458262.5,1
Delena Sullivan,8498351372896461272725085,2009,(045) 577-7192,2880021144111384506803888,Empire of the Mughal - Ruler of the World,1979,"Rutherford, Alex",1765,TMH,1-239-558-4462,2458130.5,2458140.5,1
Louie Kirk,3091734774841364634443101,1990,+1-(849)-040-3851,9151477609146803441886914,"Code Book, The",1135,"Singh, Simon",1772,O'Reilly,1-122-313-8760,2458132.5,2458154.5,1
Harvey Hopkins,7082077589814192654667622,2011,274-929-3335,9174529062029475294921624,Statistical Decision Theory',1365,"Pratt, John",1948,MIT Press,+1-(514)-735-5947,2458121.5,2458143.5,1
Emery Byrd,6559549596782707989229204,1971,(463) 978-2687,1985817407879319877142365,Girl who kicked the Hornet's Nest,1014,"Larsson, Steig",1938,Rupa,695-251-0415,2458205.5,2458210.5,1
Deshawn Ellison,3258249040169280179399806,1975,1-907-648-6291,9560481839436477419218835,"Short History of the World, A",1003,"Wells, H G",1862,Random,+1-(530)-757-4100,2458257.5,2458258.5,1
Sarina Burke,0235356710463171343109006,1972,(928) 158-6622,6119406686960437284423323,Jim Corbett Omnibus,1898,"Corbett, Jim",1667,Apress,836.632.0273,2458171.5,2458179.5,1
Galen Avila,5787305952412130995298711,1971,1-214-659-0713,5425499241261481518548958,"Courtroom Genius, The",1048,Sorabjee,1697,Pearson,1-293-811-9652,2458161.5,2458164.5,1
Dallas French,0189639962362105313664589,1991,140.869.7386,6078000257843078455342568,"Wealth of Nations, The",1045,"Smith, Adam",1788,Transworld,1-291-560-4782,2458172.5,2458178.5,1
Deedra Whitfield,5929004553169235536637630,1972,1-929-909-6988,5779431361433938774685567,"Computer Vision, A Modern Approach",1430,"Forsyth, David",1826,Pocket,(933) 603-7079,2458257.5,2458268.5,1
Silvana Byrd,9951801861906100798515179,1986,1-165-139-3143,2977102349963051751650514,Dylan on Dylan,1111,"Dylan, Bob",1443,Pocket,(933) 603-7079,2458250.5,2458252.5,1
Deshawn Ellison,3258249040169280179399806,1975,1-907-648-6291,1153336886226175654097549,"Computer Vision, A Modern Approach",1674,"Forsyth, David",1826,Routledge,+1-(476)-431-0927,2458293.5,2458308.5,1
Martin Lowe,7000578059379359669442274,1997,+1-(477)-925-1033,5011985782567618983431089,Learning OpenCV,1856,"Bradsky, Gary",1890,Routledge,+1-(476)-431-0927,2458231.5,2458242.5,1
Erik Daugherty,4365231141253166525953820,1976,1-944-254-5205,8260671583180282455145758,Empire of the Mughal - Brothers at War,1493,"Rutherford, Alex",1765,Rupa,695-251-0415,2458171.5,2458173.5,1
Emery Byrd,6559549596782707989229204,1971,(463) 978-2687,2296355096833211809872939,Rationality & Freedom,1437,"Sen, Amartya",1705,Pan,1-663-594-1588,2458245.5,2458252.5,1
Tam Bridges,3457412497367125139913550,2015,402.555.4217,6680005445220912378392147,"Courtroom Genius, The",1285,Sorabjee,1697,Routledge,+1-(476)-431-0927,2458184.5,2458186.5,1
Isaiah Beck,7803288748820769600627526,2016,762.624.1992,5927058205695276416224631,Image Processing with MATLAB,1567,"Eddins, Steve",1976,HBA,210.406.2584,2458168.5,2458173.5,1
Gerald Roberts,9960311807383440268126404,1978,861.515.6683,2413191416463245111192154,Image Processing with MATLAB,1675,"Eddins, Steve",1976,Springer,(279) 282-8193,2458308.5,2458312.5,1
Ramiro Brown,5877521440081394399419735,2013,+1-(549)-851-9635,8350844499682015359088258,"Ropemaker, The",1985,"Dickinson, Peter",1441,Pocket,(933) 603-7079,2458207.5,2458218.5,1
Isaiah Beck,7803288748820769600627526,2016,762.624.1992,1981329493451516963538237,Simpsons & Their Mathematical Secrets,1108,"Singh, Simon",1772,Penguin,824.149.4511,2458127.5,2458163.5,1
Gus Osborn,2484494513105041833102568,2002,+1-(722)-011-9042,8700549492020687754614125,Angels & Demons,1020,"Brown, Dan",1404,vikas,084-702-6767,2458272.5,2458276.5,1
Lonny Duffy,1315125572084926153778412,2012,773-202-5135,4224334411695014203614540,Uncommon Wisdom,1640,"Capra, Fritjof",1934,Mauj,(281) 493-2802,2458218.5,2458246.5,1
Bennett Daniel,3521007764925597111961645,1973,(377) 750-0899,4824456937393619903120523,We the Nation,1254,Palkhivala,1925,Pan,1-663-594-1588,2458272.5,2458288.5,1
Leland Weiss,8590449388533589280436070,1979,1-034-581-5266,9040910035279904086337547,Hafasavnuk,1031,Deshpande P L,1849,Prentice Hall,1-047-873-5865,2458215.5,2458244.5,1
Danyel Winters,1551957181361566363953067,1987,1-421-512-6368,0216305548170653353578250,Talking Straight,1561,"Iacoca, Lee",1432,Routledge,+1-(476)-431-0927,2458166.5,2458195.5,1
Jewell Lyons,1866134911332639698558639,1972,373-128-8347,4422279234089894389708018,Unpopular Essays,1704,"Russell, Bertrand",1901,Pan,1-663-594-1588,2458180.5,2458196.5,1
Yanira Wheeler,4727498535203287930603641,2003,+1-(996)-216-1891,8193206895795325376724694,Data Structures Using C & C++,1463,"Tanenbaum, Andrew",1536,Prentice Hall,1-047-873-5865,2458137.5,2458154.5,1
